,last_calculation,market,prob_last_slope,prob_macd,prob_macd_diff,prob_stochastic,prob_rsi,prob_corr_btc,avg,logreg_proba,rf_proba,logreg_rf_combine
268,2024-03-14 11:27:21.599051,spellusdt,0.6125018003744779,1.0,0.6457528260319982,0.6329404060248854,0.35330740188602733,0.8380057803468209,0.6804180357773683,0.9877990150030053,1.0,0.9938995075015027
302,2024-03-14 11:27:21.599051,vetusdt,0.5778482634386477,0.9324088031353632,0.6265520190879216,0.6202913019449843,0.5354054292496672,0.8009352432816385,0.6822401766897038,0.9821602575618299,1.0,0.991080128780915
3,2024-03-14 11:27:21.599051,aceusdt,0.5347904274450132,0.7418636782315013,0.5852058665231432,0.7070965719063546,0.5481141214049673,0.8380057803468208,0.6591794076429668,0.9764149373445573,1.0,0.9882074686722786
275,2024-03-14 11:27:21.599051,stxusdt,0.5163139510992397,0.9234916734916735,0.572861981371719,0.5797405713428808,0.4373716970342731,0.8009352432816385,0.6384525196035707,0.9736756283129235,1.0,0.9868378141564618
74,2024-03-14 11:27:21.599051,cotiusdt,0.5052805605439775,0.8733762566361686,0.6869748432462621,0.5867863570328932,0.506726835251051,0.6830871439677716,0.640371999446354,0.9520028943562614,1.0,0.9760014471781306
171,2024-03-14 11:27:21.599051,ldousdt,0.5238137089036832,0.7362737080313231,0.5338389064890706,0.6067392909896602,0.5495130776203241,0.7752155604571888,0.620899042081875,0.9480013122906258,1.0,0.974000656145313
23,2024-03-14 11:27:21.599051,api3usdt,0.5232000618668317,0.6416636954891378,0.5278244981074636,0.5753443190735178,0.5619955358722354,0.8380057803468209,0.6113389817926679,0.9375557559607147,1.0,0.9687778779803573
218,2024-03-14 11:27:21.599051,ordiusdt,0.5178834561286002,0.5639404842944666,0.46130880388072737,0.6093947036569988,0.5022226001351039,0.8117073990089864,0.577742907850814,0.906958844389826,1.0,0.953479422194913
257,2024-03-14 11:27:21.599051,sandusdt,0.6679666288196674,1.0,0.6067392909896602,0.4431622788582783,0.39269993905329453,1.0,0.6850946896201501,0.9886909867725686,0.9,0.9443454933862843
231,2024-03-14 11:27:21.599051,portousdt,0.6241291524371313,0.8380057803468208,0.559338505467867,0.6329404060248854,0.5018395380221867,0.8733762566361686,0.6716049398225099,0.9818024959909818,0.9,0.9409012479954909
157,2024-03-14 11:27:21.599051,jasmyusdt,0.6234059421906285,1.0,0.7135271736044069,0.5639404842944666,0.4995770875428786,0.756325536909834,0.6927960374237024,0.9800529241742868,0.9,0.9400264620871435
308,2024-03-14 11:27:21.599051,vthousdt,0.5165012960344711,0.8258437876257428,0.6797213248060483,0.6209444265981369,0.5462613940604436,0.8578583655614024,0.6745217657810408,0.9796337876036199,0.9,0.9398168938018099
235,2024-03-14 11:27:21.599051,pyrusdt,0.5858962822637935,1.0,0.47309854180051336,0.4249596951487616,0.48384435201265746,0.8578583655614024,0.6376095394645214,0.9728091922758988,0.9,0.9364045961379495
290,2024-03-14 11:27:21.599051,trxusdt,0.6155598559635499,0.6968904912122579,0.6679666288196674,0.6488173823535993,0.4637221452180403,0.8578583655614024,0.6584691448547528,0.969017952575948,0.9,0.934508976287974
78,2024-03-14 11:27:21.599051,ctsiusdt,0.596451529956287,0.8733762566361686,0.6329404060248854,0.5797405713428808,0.5052261457698918,0.7510963086316959,0.6564718697269681,0.9653707385997126,0.9,0.9326853692998562
166,2024-03-14 11:27:21.599051,kmdusdt,0.5347904274450133,1.0,0.5872188826188218,0.6155598559635499,0.3466487334678323,0.6329404060248854,0.6195263842533505,0.9590162119627947,0.9,0.9295081059813974
101,2024-03-14 11:27:21.599051,elfusdt,0.5986083826076859,0.665511384502387,0.4291566744842095,0.4180905826880651,0.4886305525208619,0.7752155604571888,0.562535522876733,0.8482862690321195,1.0,0.9241431345160598
217,2024-03-14 11:27:21.599051,opusdt,0.6148844666123778,0.8117073990089864,0.47844842827339906,0.5687095460100484,0.5043741710094296,0.7510963086316959,0.6215367199243228,0.9481922605406894,0.9,0.9240961302703448
159,2024-03-14 11:27:21.599051,jstusdt,0.6130840772768402,0.6329404060248854,0.4662036807994855,0.6679666288196674,0.40819343258367646,0.7752155604571886,0.5939339643269572,0.9312295865832867,0.9,0.9156147932916434
189,2024-03-14 11:27:21.599051,mavusdt,0.4789016226377505,0.5489787707381725,0.5363900028549549,0.5347904274450132,0.5548671677279533,0.7339693388390527,0.564649555040483,0.8304000609029326,1.0,0.9152000304514663
150,2024-03-14 11:27:21.599051,imxusdt,0.5682124575541027,0.7211789578410646,0.5628733265979454,0.4338701531900567,0.5483761584779351,0.8009352432816385,0.6059077161571238,0.9089053390610863,0.9,0.9044526695305432
51,2024-03-14 11:27:21.599051,blzusdt,0.4373716970342731,0.6234059421906285,0.46664338516202525,0.5639404842944665,0.5500754194952404,0.7752155604571888,0.5694420814389705,0.8941442914639175,0.9,0.8970721457319588
205,2024-03-14 11:27:21.599051,nmrusdt,0.5921841193252533,0.7752155604571888,0.3683098877042202,0.7383342175066313,0.48357877459370247,0.8213735592500133,0.6298326864728349,0.9758901752982916,0.8,0.8879450876491458
33,2024-03-14 11:27:21.599051,atomusdt,0.5760163207298483,1.0,0.3181460384703458,0.5232000618668317,0.39355352863159365,0.8380057803468208,0.6081536216742401,0.9749232538073466,0.8,0.8874616269036733
315,2024-03-14 11:27:21.599051,woousdt,0.48696513820018555,0.7752155604571886,0.6136340961243685,0.5441664060056303,0.5452911209895845,0.8578583655614024,0.6371884478897266,0.9630271023580834,0.8,0.8815135511790417
183,2024-03-14 11:27:21.599051,luncusdt,0.7016164158157092,0.7211789578410646,0.5085057874430025,0.6178219087596684,0.4647767828007516,0.8380057803468209,0.641984272167836,0.9622951016354915,0.8,0.8811475508177458
202,2024-03-14 11:27:21.599051,neousdt,0.548585410378643,1.0,0.43597973559110303,0.5519072635906807,0.41144000454081053,0.6968904912122579,0.6074671508855826,0.9591485006281868,0.8,0.8795742503140934
309,2024-03-14 11:27:21.599051,wanusdt,0.46299401197604795,0.6329404060248854,0.4414433118109909,0.5469059455963785,0.36050376838941117,1.0,0.5741312406329523,0.955421688275801,0.8,0.8777108441379005
81,2024-03-14 11:27:21.599051,cvxusdt,0.42567333749792147,1.0,0.6178219087596684,0.5797405713428807,0.5274655903752833,0.36499244712990936,0.5859489758509439,0.8518107424193759,0.9,0.875905371209688
222,2024-03-14 11:27:21.599051,pendleusdt,0.48092885034037114,0.665511384502387,0.6329404060248854,0.6329404060248854,0.5258173005588802,0.8009352432816385,0.6231789317888413,0.9470073118749679,0.8,0.873503655937484
243,2024-03-14 11:27:21.599051,rdntusdt,0.5765101204915098,0.8380057803468208,0.4435845089216658,0.46299401197604795,0.49056280837602395,0.8117073990089864,0.6038941048535091,0.9430577642939009,0.8,0.8715288821469505
212,2024-03-14 11:27:21.599051,omusdt,0.572861981371719,0.8733762566361686,0.45929435469499574,0.47907308157006107,0.4249596951487616,0.7752155604571888,0.5974634883131491,0.9415731431539764,0.8,0.8707865715769882
299,2024-03-14 11:27:21.599051,ustcusdt,0.5149854642488725,0.7836032662201031,0.5838299050483569,0.6413480110438318,0.5629663302257493,0.6741847352206011,0.6268196186679191,0.941361698952194,0.8,0.870680849476097
67,2024-03-14 11:27:21.599051,chzusdt,0.5519072635906807,1.0,0.46552770622436074,0.2770333213901827,0.4291068164011491,0.8380057803468208,0.5935968146588656,0.9407213033263684,0.8,0.8703606516631842
94,2024-03-14 11:27:21.599051,dogeusdt,0.5781729414716041,0.5,0.3830082338954691,0.5991083349227541,0.39943824094412256,0.7510963086316959,0.5351373433109409,0.8228879292317659,0.9,0.8614439646158829
292,2024-03-14 11:27:21.599051,tusdusdt,0.5085057874430025,0.7752155604571888,0.5844948839749905,0.6329404060248854,0.36959431341453813,0.6329404060248854,0.5839485595565818,0.9088112786629722,0.8,0.854405639331486
97,2024-03-14 11:27:21.599051,dydxusdt,0.5687095460100484,0.6329404060248854,0.5581206752834604,0.6067392909896602,0.4317808878235693,0.7510963086316959,0.5915645191272199,0.9082205416995379,0.8,0.854110270849769
318,2024-03-14 11:27:21.599051,xecusdt,0.5546383561039132,0.5,0.5659306410789166,0.5014638846681244,0.4014061526595271,0.756325536909834,0.5466274285700524,0.7844853115615561,0.9,0.8422426557807781
79,2024-03-14 11:27:21.599051,ctxcusdt,0.6329404060248854,0.5797405713428807,0.6935536229903125,0.7193555808162824,0.47162811846709213,0.8009352432816385,0.6496922571538485,0.952962038256893,0.7,0.8264810191284464
324,2024-03-14 11:27:21.599051,xvgusdt,0.36499244712990936,0.6968904912122579,0.4662036807994855,0.4772315795248807,0.35330740188602733,1.0,0.5597709334254267,0.9513923613197042,0.7,0.8256961806598521
136,2024-03-14 11:27:21.599051,gtcusdt,0.4249596951487616,1.0,0.3719390382623754,0.521317001910327,0.23868617645242948,0.7418636782315013,0.549794265000899,0.9496959620585228,0.7,0.8248479810292614
85,2024-03-14 11:27:21.599051,datausdt,0.3853860339929223,0.46299401197604795,0.38848693654895206,0.6229979120832925,0.4416488834257148,0.8009352432816385,0.5170748368847613,0.8374905092057409,0.8,0.8187452546028704
226,2024-03-14 11:27:21.599051,phausdt,0.5347904274450132,0.5,0.284655409385431,0.5232000618668317,0.3365016363762969,1.0,0.529857922512262,0.9098947541256549,0.7,0.8049473770628275
138,2024-03-14 11:27:21.599051,hbarusdt,0.6125018003744779,0.6329404060248854,0.48753881803994514,0.5347904274450132,0.38162318470302,0.8009352432816385,0.5750549799781633,0.8972395841072403,0.7,0.7986197920536201
312,2024-03-14 11:27:21.599051,wingusdt,0.47042402725684995,0.4081934325836765,0.31985659128516275,0.726241241335262,0.3672789659276976,0.8733762566361686,0.5275617525041363,0.8959880803784619,0.7,0.7979940401892309
50,2024-03-14 11:27:21.599051,blurusdt,0.5232000618668317,0.5678092125796325,0.5830074295997667,0.5687095460100484,0.5089939192782258,0.6329404060248854,0.5641100958932317,0.7891451678382622,0.8,0.7945725839191311
8,2024-03-14 11:27:21.599051,aergousdt,0.5035558913173731,1.0,0.5719862928705746,0.4300060380716306,0.08124408952400966,0.6329404060248854,0.5366221196347457,0.8879968972265064,0.7,0.7939984486132532
232,2024-03-14 11:27:21.599051,powrusdt,0.5701560333893756,0.3012311048776687,0.49461435360058487,0.5852058665231432,0.41473863384421733,0.756325536909834,0.520378588190804,0.6876816895485497,0.9,0.7938408447742749
289,2024-03-14 11:27:21.599051,truusdt,0.14707448832077913,0.6329404060248854,0.335124826629681,1.0,0.07937420441013428,1.0,0.5324189875642467,0.987499876288569,0.6,0.7937499381442845
34,2024-03-14 11:27:21.599051,auctionusdt,0.46299401197604795,0.4597874069017074,0.5298408882254644,0.7211789578410644,0.47050565493576685,0.7510963086316959,0.5659005380852911,0.8802321869769791,0.7,0.7901160934884895
227,2024-03-14 11:27:21.599051,pntusdt,0.5933418908360308,0.39269993905329453,0.5781729414716041,0.4757685397130129,0.4045104793792859,0.8380057803468208,0.5470832618000082,0.769029089372583,0.8,0.7845145446862916
297,2024-03-14 11:27:21.599051,uniusdt,0.5233990703551604,0.7752155604571888,0.5551378249813327,0.7006161652772744,0.23686467793102506,0.7752155604571888,0.594408143243195,0.9596852145116382,0.6,0.7798426072558191
228,2024-03-14 11:27:21.599051,polsusdt,0.6329404060248853,0.7510963086316959,0.5241879384542829,0.2770333213901827,0.4467828585707146,0.8009352432816385,0.5721626793922333,0.8425184067429267,0.7,0.7712592033714634
165,2024-03-14 11:27:21.599051,klayusdt,0.5021368237581283,0.8960689783052105,0.468781098341143,0.46299401197604795,0.43061966459339523,0.7620390587093644,0.5871066059472149,0.9369007789859174,0.6,0.7684503894929586
317,2024-03-14 11:27:21.599051,xaiusdt,0.5347904274450133,0.5347904274450132,0.6022380115795031,0.5896528582758831,0.540446107876871,0.5639404842944666,0.5609763861527917,0.7260190567030792,0.8,0.7630095283515397
77,2024-03-14 11:27:21.599051,ctkusdt,0.2770333213901827,0.6329404060248854,0.4696307094266278,0.4963091340907632,0.14962690033130013,1.0,0.5042567452106266,0.9259512911868718,0.6,0.7629756455934359
107,2024-03-14 11:27:21.599051,etcusdt,0.5085057874430025,0.7752155604571888,0.4772315795248807,0.47907308157006107,0.44870009285051066,0.8009352432816385,0.5816102241878803,0.9239107205799099,0.6,0.7619553602899549
322,2024-03-14 11:27:21.599051,xrpusdt,0.54243730707416,0.5347904274450132,0.31498757485639794,0.6513309660195432,0.3735402260429941,0.8733762566361686,0.5484104596790461,0.918039318911284,0.6,0.759019659455642
44,2024-03-14 11:27:21.599051,bchusdt,0.5508054247068147,0.6329404060248854,0.46030718896728806,0.5835132938581213,0.4081934325836765,0.6329404060248854,0.5447833586942786,0.8125858623174527,0.7,0.7562929311587263
145,2024-03-14 11:27:21.599051,icpusdt,0.5908591137409839,0.6209444265981369,0.4296032892543616,0.31213667484821084,0.5494814640553628,0.8380057803468209,0.5568384581406461,0.8125207343970625,0.7,0.7562603671985313
265,2024-03-14 11:27:21.599051,slpusdt,0.47204730590102745,0.5,0.5986083826076859,0.5489787707381725,0.4028948587308939,0.7418636782315013,0.5440654993682136,0.7998403591328845,0.7,0.7499201795664423
72,2024-03-14 11:27:21.599051,compusdt,0.47042402725684995,0.8380057803468208,0.5844948839749905,0.46299401197604795,0.4927238618951469,0.6830871439677716,0.5886216182362712,0.8993636932983347,0.6,0.7496818466491673
181,2024-03-14 11:27:21.599051,ltousdt,0.0,0.46299401197604795,0.3012311048776687,0.2770333213901827,0.0,1.0,0.34020973970731655,0.5976810888207023,0.9,0.7488405444103512
263,2024-03-14 11:27:21.599051,shibusdt,0.6741847352206011,0.5,0.37873529115397964,0.5639404842944666,0.174335232311693,0.7752155604571888,0.5110685505729883,0.7955185002446795,0.7,0.7477592501223398
25,2024-03-14 11:27:21.599051,arbusdt,0.5753443190735179,0.586166888604691,0.4690488689788728,0.7304362761937478,0.5274655903752833,0.6329404060248854,0.586900391541833,0.8847587137847137,0.6,0.7423793568923569
179,2024-03-14 11:27:21.599051,lskusdt,0.7339693388390527,0.36499244712990936,0.4582615276600012,0.6915160020914168,0.48993794813539027,0.8213735592500133,0.5933418038509639,0.8810444077508848,0.6,0.7405222038754424
100,2024-03-14 11:27:21.599051,egldusdt,0.540376838063999,0.46299401197604795,0.28323853418763567,0.5347904274450132,0.4316685276277273,0.7752155604571888,0.5047139832929354,0.7599898613478918,0.7,0.7299949306739459
213,2024-03-14 11:27:21.599051,oneusdt,0.5322891546157762,0.5,0.375129033057237,0.46299401197604795,0.16865157265628408,0.8380057803468208,0.4795115921086944,0.7572464500514107,0.7,0.7286232250257053
279,2024-03-14 11:27:21.599051,sushiusdt,0.16078855431708536,1.0,0.38112701604952876,0.2564340673918811,0.35558417070983467,0.7510963086316959,0.4841716861833376,0.8568146683040923,0.6,0.7284073341520461
184,2024-03-14 11:27:21.599051,magicusdt,0.4325493382461568,0.5933418908360308,0.41740444828330814,0.5163139510992397,0.5508701169599466,1.0,0.5850799575707804,0.948645618184104,0.5,0.7243228090920519
174,2024-03-14 11:27:21.599051,linkusdt,0.5296570621227041,0.5397135630522616,0.4663329934412625,0.49630913409076327,0.5557843052327563,0.8009352432816385,0.5647887168702311,0.8468857640827495,0.6,0.7234428820413747
88,2024-03-14 11:27:21.599051,dentusdt,0.4629940119760479,0.46299401197604795,0.5268836113284856,0.46299401197604795,0.44462728028734716,0.7752155604571888,0.5226180813335276,0.733626797976132,0.7,0.716813398988066
28,2024-03-14 11:27:21.599051,arusdt,0.4216689407994695,0.5,0.46805471366655343,0.6167696059438886,0.3012311048776687,0.7752155604571888,0.5138233209574615,0.8308536248342272,0.6,0.7154268124171136
103,2024-03-14 11:27:21.599051,ensusdt,0.4115922652207284,0.5639404842944666,0.4011591039235053,0.6187456236871062,0.5075985810252713,0.6830871439677716,0.5310205336864748,0.8219413096868204,0.6,0.7109706548434103
105,2024-03-14 11:27:21.599051,epxusdt,0.4843852779953015,0.0,0.5104813672668594,0.6155598559635499,0.4366730288696486,1.0,0.5078499216825599,0.7098827926400706,0.7,0.7049413963200353
182,2024-03-14 11:27:21.599051,lunausdt,0.6547901333415453,0.7752155604571888,0.3796015281893812,0.5284864034995478,0.39355352863159365,0.36499244712990936,0.5161066002081943,0.6087888875923715,0.8,0.7043944437961858
283,2024-03-14 11:27:21.599051,thetausdt,0.6679666288196674,0.5,0.4249596951487616,0.4081934325836765,0.0,0.7510963086316959,0.45870267753063354,0.608296043408293,0.8,0.7041480217041465
207,2024-03-14 11:27:21.599051,nulsusdt,0.46299401197604795,0.46299401197604795,0.5639404842944666,0.4431622788582783,0.23686467793102506,0.7950733513093552,0.49417146939087014,0.7022794416291064,0.7,0.7011397208145531
284,2024-03-14 11:27:21.599051,tiausdt,0.5701560333893756,0.3845266323981094,0.5781729414716041,0.3649924471299094,0.5488074739758606,0.8380057803468208,0.5474435514519467,0.6955037015935674,0.7,0.6977518507967837
113,2024-03-14 11:27:21.599051,filusdt,0.39542884772744175,0.6329404060248854,0.494666328083323,0.5701560333893756,0.4405594130799549,0.756325536909834,0.548346094202469,0.8793932976629789,0.5,0.6896966488314895
326,2024-03-14 11:27:21.599051,yfiusdt,0.5584064289090813,0.5639404842944666,0.5363900028549549,0.5085057874430025,0.44462728028734716,0.5896528582758831,0.5335871403441227,0.6793290877437078,0.7,0.6896645438718538
225,2024-03-14 11:27:21.599051,perpusdt,0.6067392909896602,0.6329404060248854,0.5781729414716041,0.31498757485639794,0.41745797142529345,0.7752155604571888,0.5542522908708384,0.7713062712832276,0.6,0.6856531356416138
274,2024-03-14 11:27:21.599051,straxusdt,0.1773231813595083,1.0,0.38480493696970347,0.6329404060248854,0.0,0.8213735592500133,0.5027403472673517,0.9678494821024671,0.4,0.6839247410512336
186,2024-03-14 11:27:21.599051,mantausdt,0.0,0.5,0.0,0.39875402260912624,0.36499244712990936,1.0,0.37729107828983927,0.7619140873372126,0.6,0.6809570436686063
144,2024-03-14 11:27:21.599051,hotusdt,0.5995939353492438,0.6329404060248854,0.3377571057711509,0.3649924471299094,0.36499244712990936,0.7752155604571888,0.5125819836437147,0.7618292905246679,0.6,0.6809146452623339
9,2024-03-14 11:27:21.599051,agixusdt,0.5519072635906807,0.5,0.5310131734474511,0.5639404842944666,0.4028948587308939,0.6830871439677716,0.5388071540052107,0.7594282892043283,0.6,0.6797141446021642
264,2024-03-14 11:27:21.599051,sklusdt,0.47000499804130813,0.46299401197604795,0.36332062581465,0.48926799635516866,0.41167387980802145,0.8009352432816385,0.49969945921280573,0.7480048576592585,0.6,0.6740024288296292
323,2024-03-14 11:27:21.599051,xtzusdt,0.4249596951487616,0.46299401197604795,0.4450686713560435,0.36499244712990936,0.36499244712990936,0.8117073990089864,0.47911911195827633,0.6475939767412243,0.7,0.6737969883706121
252,2024-03-14 11:27:21.599051,roseusdt,0.4340007756210071,0.5797405713428807,0.46382984890990314,0.4180905826880651,0.4373716970342731,0.7418636782315013,0.5124828589712718,0.7408694873294615,0.6,0.6704347436647307
206,2024-03-14 11:27:21.599051,ntrnusdt,0.49582040569647606,0.45888692817181154,0.5584064289090813,0.6167696059438886,0.5072775903994498,0.6329404060248854,0.545016894190932,0.7368696540947899,0.6,0.668434827047395
249,2024-03-14 11:27:21.599051,rlcusdt,0.4963091340907632,0.5085057874430025,0.46798696165939013,0.4458907269491861,0.4611459661166618,0.7510963086316959,0.5218224808151165,0.7302353492337781,0.6,0.665117674616889
190,2024-03-14 11:27:21.599051,mblusdt,0.4249596951487616,0.46299401197604795,0.3853860339929223,0.39875402260912624,0.3853860339929223,0.7752155604571888,0.47211589302949486,0.6300970182071013,0.7,0.6650485091035506
208,2024-03-14 11:27:21.599051,oceanusdt,0.40079475288093164,0.7752155604571888,0.5489787707381725,0.396461992052301,0.38162318470302,0.8578583655614024,0.5601554377321694,0.9132108655665185,0.4,0.6566054327832593
124,2024-03-14 11:27:21.599051,ftmusdt,0.5148317075606752,0.5,0.4081934325836765,0.4081934325836765,0.15500705671028997,0.8380057803468209,0.4707052349641898,0.7125775861820538,0.6,0.6562887930910268
15,2024-03-14 11:27:21.599051,aliceusdt,0.4249596951487616,0.8380057803468208,0.3666436634098898,0.4963091340907632,0.41965597862391446,0.46299401197604795,0.5014280439326996,0.7125561736283297,0.6,0.6562780868141649
194,2024-03-14 11:27:21.599051,memeusdt,0.39269993905329453,0.6329404060248854,0.3472505280894004,0.46299401197604795,0.39355352863159365,0.7752155604571888,0.5007756623720685,0.810867964562518,0.5,0.6554339822812589
6,2024-03-14 11:27:21.599051,adausdt,0.540376838063999,0.46299401197604795,0.46717527733245257,0.39875402260912624,0.4629940119760479,0.8009352432816385,0.5222049008732187,0.7107982442876869,0.6,0.6553991221438434
327,2024-03-14 11:27:21.599051,yggusdt,0.0,0.5,0.46299401197604795,0.46299401197604795,0.3910038201688734,0.8009352432816385,0.43632118123376795,0.6979899468484917,0.6,0.6489949734242458
287,2024-03-14 11:27:21.599051,trbusdt,0.4462741139644888,0.4629940119760479,0.4833320582412312,0.5347904274450133,0.4789831661737602,0.6830871439677716,0.5149101536280521,0.6958203738808749,0.6,0.6479101869404374
260,2024-03-14 11:27:21.599051,scusdt,0.5546383561039132,0.3632045584643149,0.2988580062546119,0.521317001910327,0.5465108060268921,0.7752155604571888,0.5099573815362081,0.6945876482414871,0.6,0.6472938241207435
71,2024-03-14 11:27:21.599051,combousdt,0.492372569552543,0.6329404060248854,0.6051735608343444,0.2770333213901827,0.3053341433778858,1.0,0.5521423335299736,0.8843236706431761,0.4,0.6421618353215881
188,2024-03-14 11:27:21.599051,maticusdt,0.44795921323252513,0.6329404060248854,0.25267643560214903,0.12564185895352617,0.4316685276277273,1.0,0.48181440690680216,0.765313176738316,0.5,0.632656588369158
154,2024-03-14 11:27:21.599051,iotxusdt,1.0,1.0,0.23868617645242945,0.3649924471299094,0.31294593813240823,0.8009352432816385,0.6195933008327309,0.9515048757569938,0.3,0.6257524378784969
45,2024-03-14 11:27:21.599051,beamxusdt,0.46299401197604795,0.4081934325836765,0.5986083826076859,0.4206403177107418,0.5061806950865249,0.8380057803468208,0.5391037700519163,0.7412910288622667,0.5,0.6206455144311334
278,2024-03-14 11:27:21.599051,superusdt,0.5896528582758831,0.6830871439677716,0.6261802452432901,0.31985659128516275,0.3719390382623754,0.6968904912122579,0.5479343947077902,0.7359123359173595,0.5,0.6179561679586798
